Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,74.400002,74.900002,73.699997,74.059998,28.805540,139410
2007-01-03,74.105003,74.889999,73.735001,74.080002,28.813328,75150
2007-01-04,73.300003,75.489998,73.199997,74.934998,29.145868,144250
2007-01-05,75.345001,75.345001,73.730003,74.885002,29.126432,49620
2007-01-08,74.800003,74.800003,72.599998,72.875000,28.344643,251550
2007-01-09,72.500000,73.845001,72.000000,72.004997,28.006258,106700
2007-01-10,72.120003,73.000000,72.000000,72.065002,28.029593,66860
2007-01-11,74.800003,74.800003,71.699997,72.790001,28.311581,39330
2007-01-12,73.900002,74.400002,70.000000,71.370003,27.759275,135350
2007-01-15,74.000000,84.790001,71.900002,78.000000,30.338001,552910
2007-01-16,78.989998,80.099998,76.000000,78.830002,30.660831,364280
2007-01-17,79.000000,80.800003,78.989998,80.474998,31.300644,566320
2007-01-18,81.199997,81.400002,78.525002,80.820000,31.434835,380310
2007-01-19,80.199997,80.294998,78.500000,79.934998,31.090616,53570
2007-01-22,80.800003,80.894997,79.214996,79.855003,31.059505,42770
2007-01-23,80.970001,80.970001,78.500000,78.830002,30.660831,49110
2007-01-24,78.500000,79.794998,78.000000,79.044998,30.744448,23160
2007-01-25,79.500000,80.900002,79.000000,80.250000,31.213137,112320
2007-01-29,80.400002,81.500000,78.500000,79.995003,31.113966,137970
2007-01-31,76.504997,80.800003,76.504997,79.589996,30.956421,656840
2007-02-01,78.500000,80.180000,78.150002,79.504997,30.923370,542260
2007-02-02,78.105003,79.989998,78.000000,78.754997,30.631651,307820
2007-02-05,79.199997,79.199997,77.500000,77.834999,30.273829,231080
2007-02-06,79.300003,79.800003,77.000000,77.110001,29.991833,790990
2007-02-07,77.500000,77.980003,76.000000,76.724998,29.842089,649380
2007-02-08,76.985001,82.500000,76.139999,80.019997,31.123676,562480
2007-02-09,80.000000,80.500000,77.510002,79.169998,30.793070,97430
2007-02-12,77.610001,79.989998,75.504997,78.690002,30.606379,73170
2007-02-13,75.000000,78.845001,74.199997,78.449997,30.513035,98300
2007-02-14,78.000000,78.500000,75.330002,77.820000,30.267994,123670
2007-02-15,78.199997,80.699997,77.000000,78.925003,30.697775,183170
2007-02-19,79.099998,79.500000,77.610001,79.000000,30.726946,174750
2007-02-20,79.199997,79.500000,75.014999,76.160004,29.622337,211510
2007-02-21,76.989998,77.000000,75.535004,75.779999,29.474535,167300
2007-02-22,76.500000,76.500000,74.669998,75.510002,29.369516,348980
2007-02-23,75.000000,75.800003,72.599998,73.250000,28.490496,456720
2007-02-26,73.199997,73.470001,70.599998,73.165001,28.457432,170410
2007-02-27,74.489998,80.000000,72.625000,73.195000,28.469103,1933070
2007-02-28,69.500000,75.059998,69.400002,73.705002,28.667467,259450
2007-03-01,75.099998,75.099998,71.000000,71.730003,27.899298,256470
2007-03-02,73.000000,73.500000,69.800003,70.195000,27.302259,143830
2007-03-05,68.500000,69.800003,63.514999,65.574997,25.505312,243620
2007-03-06,65.550003,69.945000,55.099998,68.320000,26.572977,165460
2007-03-07,69.000000,69.500000,65.120003,66.125000,25.719236,193290
2007-03-08,66.209999,70.000000,64.500000,69.334999,26.967760,1621870
2007-03-09,68.610001,69.995003,67.199997,68.425003,26.613815,73500
2007-03-12,68.989998,72.000000,67.599998,69.750000,27.129173,118270
2007-03-13,71.699997,71.800003,68.855003,69.665001,27.096109,80890
2007-03-14,69.010002,69.900002,68.900002,69.000000,26.837461,770250
2007-03-15,68.000000,70.000000,68.000000,69.139999,26.891914,717250
2007-03-16,69.000000,69.290001,68.000000,68.544998,26.660490,1118850
