Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,765.000000,807.200012,752.049988,785.450012,547.188110,486923
2007-01-03,786.000000,795.000000,766.349976,778.299988,542.207153,633713
2007-01-04,779.900024,779.900024,752.250000,755.400024,526.253601,250497
2007-01-05,755.000000,760.900024,747.200012,749.950012,522.456848,910475
2007-01-08,750.599976,752.000000,731.099976,733.700012,511.136261,257308
2007-01-09,736.000000,739.900024,728.000000,730.299988,508.767517,330129
2007-01-10,738.000000,743.000000,725.000000,730.099976,508.628357,343318
2007-01-11,740.000000,740.000000,721.000000,733.049988,510.683472,555307
2007-01-12,741.000000,747.799988,737.099976,743.150024,517.719788,280872
2007-01-15,747.000000,750.000000,732.000000,734.099976,511.414886,305765
2007-01-16,736.000000,739.900024,724.500000,726.549988,506.155151,372430
2007-01-17,732.799988,739.700012,725.000000,728.849976,507.757507,215968
2007-01-18,735.799988,735.900024,727.150024,730.299988,508.767517,162986
2007-01-19,731.000000,738.400024,725.049988,729.849976,508.454041,424013
2007-01-22,734.799988,734.799988,720.099976,724.349976,504.622528,119743
2007-01-23,725.000000,726.000000,715.000000,717.099976,499.571747,609502
2007-01-24,718.000000,722.500000,715.000000,719.250000,501.069641,227568
2007-01-25,717.000000,721.500000,714.049988,717.000000,499.502106,584368
2007-01-29,718.000000,720.000000,715.000000,716.049988,498.840302,241008
2007-01-31,716.000000,728.000000,703.000000,716.299988,499.014404,958492
2007-02-01,710.400024,728.950012,709.150024,725.700012,505.563049,296607
2007-02-02,731.950012,734.799988,715.000000,716.250000,498.979584,300393
2007-02-05,722.900024,737.700012,710.049988,731.349976,509.499146,306162
2007-02-06,732.000000,735.000000,717.000000,719.549988,501.278534,168054
2007-02-07,728.000000,744.299988,715.000000,738.950012,514.793762,562069
2007-02-08,731.599976,737.000000,726.000000,728.150024,507.269867,232097
2007-02-09,729.500000,733.000000,722.000000,726.099976,505.841675,385903
2007-02-12,726.099976,736.500000,716.000000,733.250000,510.822693,211560
2007-02-13,725.950012,729.000000,715.000000,720.349976,501.835846,175550
2007-02-14,716.299988,719.799988,703.000000,711.549988,495.705322,336224
2007-02-15,725.000000,754.000000,706.000000,745.500000,519.356812,225338
2007-02-19,740.000000,753.700012,715.000000,717.250000,499.676178,299267
2007-02-20,730.000000,730.000000,715.049988,718.450012,500.512268,107731
2007-02-21,724.000000,748.200012,715.049988,740.450012,515.838684,309537
2007-02-22,700.000000,742.799988,684.950012,715.500000,498.457275,397339
2007-02-23,714.700012,714.799988,702.500000,706.299988,492.047943,321995
2007-02-26,702.000000,709.950012,693.000000,698.950012,486.927582,361896
2007-02-27,695.049988,704.000000,675.000000,687.200012,478.741882,378715
2007-02-28,669.950012,699.000000,636.000000,677.750000,472.158356,421589
2007-03-01,658.299988,671.000000,650.000000,668.250000,465.540131,143635
2007-03-02,662.099976,705.000000,662.099976,692.750000,482.608154,316637
2007-03-05,681.099976,703.500000,611.000000,684.950012,477.174286,588890
2007-03-06,686.000000,697.000000,660.250000,667.200012,464.808624,537950
2007-03-07,675.000000,677.950012,661.150024,666.750000,464.495087,310219
2007-03-08,660.049988,674.799988,656.000000,668.349976,465.609833,251507
2007-03-09,670.000000,701.400024,665.000000,691.400024,481.667694,267284
2007-03-12,691.000000,705.000000,670.049988,698.799988,486.822906,148475
2007-03-13,707.500000,707.500000,693.099976,697.849976,486.161163,83881
2007-03-14,684.500000,695.000000,660.000000,677.200012,471.775146,166038
2007-03-15,680.000000,686.000000,660.049988,673.299988,469.058136,107495
2007-03-16,685.000000,685.000000,645.000000,650.200012,452.965546,145338
2007-03-19,655.000000,662.000000,637.000000,640.349976,446.103516,178356
2007-03-20,647.000000,652.799988,627.049988,635.750000,442.898773,290273
2007-03-21,639.900024,653.000000,630.049988,651.099976,453.592499,357999
2007-03-22,656.900024,694.500000,656.900024,685.250000,477.383362,238050
2007-03-23,685.000000,690.000000,670.400024,677.849976,472.227966,253816
2007-03-26,680.000000,687.000000,655.250000,667.400024,464.948029,257631
2007-03-28,640.700012,666.000000,640.700012,658.200012,458.538788,163032
2007-03-29,652.099976,689.000000,652.099976,676.599976,471.357269,760534
